Notes,ICD Sub-Chapter,ICD Sub-Chapter Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate
,Other external causes of accidental injury,W00-X59,Drowning and submersion following fall into bath-tub,W66,18,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Drowning and submersion while in swimming-pool,W67,772,334914895,0.2
,Other external causes of accidental injury,W00-X59,Drowning and submersion following fall into swimming-pool,W68,49,334914895,0
,Other external causes of accidental injury,W00-X59,Drowning and submersion while in natural water,W69,1758,334914895,0.5
,Other external causes of accidental injury,W00-X59,Drowning and submersion following fall into natural water,W70,169,334914895,0.1
,Other external causes of accidental injury,W00-X59,Other specified drowning and submersion,W73,129,334914895,0
,Other external causes of accidental injury,W00-X59,Unspecified drowning and submersion,W74,391,334914895,0.1
,Other external causes of accidental injury,W00-X59,Accidental suffocation and strangulation in bed,W75,1094,334914895,0.3
,Other external causes of accidental injury,W00-X59,Other accidental hanging and strangulation,W76,205,334914895,0.1
,Other external causes of accidental injury,W00-X59,"Threat to breathing due to cave-in, falling earth and other substances",W77,24,334914895,0
,Other external causes of accidental injury,W00-X59,Inhalation of gastric contents,W78,281,334914895,0.1
,Other external causes of accidental injury,W00-X59,Inhalation and ingestion of food causing obstruction of respiratory tract,W79,1736,334914895,0.5
,Other external causes of accidental injury,W00-X59,Inhalation and ingestion of other objects causing obstruction of respiratory tract,W80,3512,334914895,1
,Other external causes of accidental injury,W00-X59,Confined to or trapped in a low-oxygen environment,W81,12,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Other specified threats to breathing,W83,25,334914895,0
,Other external causes of accidental injury,W00-X59,Unspecified threat to breathing,W84,444,334914895,0.1
,Other external causes of accidental injury,W00-X59,Exposure to electric transmission lines,W85,92,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to other specified electric current,W86,39,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to unspecified electric current,W87,153,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to ionizing radiation,W88,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to man-made visible and ultraviolet light,W89,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to other nonionizing radiation,W90,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to unspecified type of radiation,W91,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to excessive heat of man-made origin,W92,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Exposure to excessive cold of man-made origin,W93,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to high and low air pressure and changes in air pressure,W94,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Exposure to other and unspecified man-made environmental factors,W99,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Exposure to uncontrolled fire in building or structure,X00,2704,334914895,0.8
,Other external causes of accidental injury,W00-X59,"Exposure to uncontrolled fire, not in building or structure",X01,160,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to controlled fire in building or structure,X02,12,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Exposure to controlled fire, not in building or structure",X03,76,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to ignition of highly flammable material,X04,99,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to ignition or melting of nightwear,X05,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Exposure to ignition or melting of other clothing and apparel,X06,100,334914895,0
,Other external causes of accidental injury,W00-X59,"Exposure to other specified smoke, fire and flames",X08,85,334914895,0
,Other external causes of accidental injury,W00-X59,"Exposure to unspecified smoke, fire and flames",X09,138,334914895,0
,Other external causes of accidental injury,W00-X59,"Contact with hot drinks, food, fats and cooking oils",X10,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with hot tap-water,X11,29,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with other hot fluids,X12,10,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with steam and hot vapours,X13,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with hot air and gases,X14,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with hot household appliances,X15,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,"Contact with hot heating appliances, radiators and pipes",X16,17,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Contact with hot engines, machinery and tools",X17,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with other hot metals,X18,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with other and unspecified heat and hot substances,X19,20,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with venomous snakes and lizards,X20,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with venomous spiders,X21,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Contact with scorpions,X22,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Contact with hornets, wasps and bees",X23,104,334914895,0
,Other external causes of accidental injury,W00-X59,Contact with centipedes and venomous millipedes (tropical),X24,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with other specified venomous arthropods,X25,10,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with venomous marine animals and plants,X26,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with other specified venomous animals,X27,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with other specified venomous plants,X28,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Contact with unspecified venomous animal or plant,X29,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to excessive natural heat,X30,1226,334914895,0.4
,Other external causes of accidental injury,W00-X59,Exposure to excessive natural cold,X31,1089,334914895,0.3
,Other external causes of accidental injury,W00-X59,Exposure to sunlight,X32,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Victim of lightning,X33,18,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of earthquake,X34,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of cataclysmic earth movements caused by earthquake,X34.0,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of tsunami,X34.1,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of other specified effects of earthquake,X34.8,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of unspecified effect of earthquake,X34.9,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Victim of volcanic eruption,X35,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Victim of avalanche, landslide and other earth movements",X36,33,334914895,0
,Other external causes of accidental injury,W00-X59,Victim of cataclysmic storm,X37,109,334914895,0
,Other external causes of accidental injury,W00-X59,Victim of flood,X38,39,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to other and unspecified forces of nature,X39,16,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",X40,310,334914895,0.1
,Other external causes of accidental injury,W00-X59,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,9952,334914895,3
,Other external causes of accidental injury,W00-X59,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,41552,334914895,12.4
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,X43,28,334914895,0
,Other external causes of accidental injury,W00-X59,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,45389,334914895,13.6
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to alcohol,X45,1987,334914895,0.6
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X46,26,334914895,0
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to other gases and vapours,X47,926,334914895,0.3
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to pesticides,X48,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,X49,127,334914895,0
,Other external causes of accidental injury,W00-X59,Overexertion and strenuous or repetitive movements,X50,20,334914895,0
,Other external causes of accidental injury,W00-X59,Travel and motion,X51,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Prolonged stay in weightless environment,X52,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Lack of food,X53,14,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Lack of water,X54,Suppressed,334914895,Suppressed
,Other external causes of accidental injury,W00-X59,Unspecified privation,X57,0,334914895,Unreliable
,Other external causes of accidental injury,W00-X59,Exposure to other specified factors,X58,63,334914895,0
,Other external causes of accidental injury,W00-X59,Exposure to unspecified factor,X59,0,334914895,Unreliable
